cliente_id,monto,fecha,tipo_operacion,sector_actividad,frecuencia_mensual,EsEfectivo,EsInternacional,SectorAltoRiesgo,fecha_dt,mes,dia_semana,fin_de_mes,quincena,MontoRelevante,EsEstructurada,fraccion,umbral_aviso_mxn,limite_efectivo_mxn,monto_6m,ops_6m,Acum6mAlcanzaAviso,clasificacion_lfpiorpi
CLT26828,162003.9,2025-06-24,efectivo,casa_cambio,6,1,0,1,2025-06-24,6,1,0,0,0,0,casa_cambio,inf,inf,162003.9,1,0,inusual
CLT26828,58493.88,2025-10-08,transferencia_nacional,notaria,6,0,0,0,2025-10-08,10,2,0,0,0,0,notaria,inf,inf,58493.88,1,0,relevante
CLT27146,5417.35,2025-03-03,efectivo,automotriz,4,1,0,0,2025-03-03,3,0,0,0,0,0,VIII_vehiculos,726358.8,363179.4,5417.35,1,0,relevante
CLT27146,32214.54,2025-04-11,transferencia_nacional,joyeria_metales,4,0,0,0,2025-04-11,4,4,0,0,0,0,XI_joyeria,363179.4,363179.4,32214.54,1,0,relevante
CLT27146,113510.86,2025-04-15,transferencia_nacional,notaria,4,0,0,0,2025-04-15,4,1,0,1,0,0,notaria,inf,inf,113510.86,1,0,relevante
CLT27146,5273.51,2025-09-17,transferencia_nacional,notaria,4,0,0,0,2025-09-17,9,2,0,1,0,0,notaria,inf,inf,118784.37,2,0,relevante
CLT27154,81834.01,2025-04-18,efectivo,traslado_valores,3,1,0,1,2025-04-18,4,4,0,0,0,0,X_traslado_valores,363179.4,363179.4,81834.01,1,0,inusual
CLT27154,6579.66,2025-07-15,efectivo,traslado_valores,3,1,0,1,2025-07-15,7,1,0,1,0,0,X_traslado_valores,363179.4,363179.4,88413.67,2,0,inusual
CLT27154,5313.29,2024-11-25,tarjeta,transmision_dinero,3,0,0,0,2024-11-25,11,0,0,0,0,0,transmision_dinero,inf,inf,5313.29,1,0,relevante
CLT27342,36525.85,2024-11-14,transferencia_nacional,activos_virtuales,3,0,0,1,2024-11-14,11,3,0,1,1,0,XVI_activos_virtuales,23759.4,inf,36525.85,1,0,preocupante
CLT27342,60266.44,2025-03-13,tarjeta,traslado_valores,3,0,0,1,2025-03-13,3,3,0,1,0,0,X_traslado_valores,363179.4,363179.4,60266.44,1,0,inusual
CLT27342,2235.18,2025-05-12,efectivo,notaria,3,1,0,0,2025-05-12,5,0,0,0,0,0,notaria,inf,inf,2235.18,1,0,relevante
CLT27361,220.0,2025-07-24,transferencia_internacional,servicios_financieros,2,0,1,0,2025-07-24,7,3,0,0,0,0,servicios_financieros,inf,inf,220.0,1,0,inusual
CLT27361,138341.25,2024-11-17,efectivo,transmision_dinero,2,1,0,0,2024-11-17,11,6,0,1,0,0,transmision_dinero,inf,inf,138341.25,1,0,relevante
CLT27477,46050.37,2025-07-13,tarjeta,automotriz,3,0,0,0,2025-07-13,7,6,0,1,0,0,VIII_vehiculos,726358.8,363179.4,46050.37,1,0,relevante
CLT27477,65693.59,2024-11-29,efectivo,arte_antiguedades,3,1,0,0,2024-11-29,11,4,0,0,0,0,arte_antiguedades,inf,inf,65693.59,1,0,relevante
CLT27477,26284.26,2025-01-09,transferencia_internacional,notaria,3,0,1,0,2025-01-09,1,3,0,0,0,0,notaria,inf,inf,26284.26,1,0,inusual
CLT27601,165871.22,2025-07-13,efectivo,inmobiliaria,3,1,0,0,2025-07-13,7,6,0,1,0,0,V_inmuebles,907948.5,907948.5,165871.22,1,0,relevante
CLT27601,85436.53,2025-05-21,transferencia_nacional,traslado_valores,3,0,0,1,2025-05-21,5,2,0,0,0,0,X_traslado_valores,363179.4,363179.4,85436.53,1,0,inusual
CLT27601,75919.46,2025-09-20,transferencia_nacional,casa_cambio,3,0,0,1,2025-09-20,9,5,0,0,0,0,casa_cambio,inf,inf,75919.46,1,0,inusual
CLT27786,57321.67,2025-07-05,tarjeta,inmobiliaria,3,0,0,0,2025-07-05,7,5,0,0,0,0,V_inmuebles,907948.5,907948.5,57321.67,1,0,relevante
CLT27786,4402062.24,2025-06-01,transferencia_internacional,joyeria_metales,3,0,1,0,2025-06-01,6,6,0,0,1,0,XI_joyeria,363179.4,363179.4,4402062.24,1,0,preocupante
CLT27786,93872.72,2025-09-04,tarjeta,arte_antiguedades,3,0,0,0,2025-09-04,9,3,0,0,0,0,arte_antiguedades,inf,inf,93872.72,1,0,relevante
CLT27892,126876.16,2024-11-14,transferencia_nacional,automotriz,3,0,0,0,2024-11-14,11,3,0,1,0,0,VIII_vehiculos,726358.8,363179.4,126876.16,1,0,relevante
CLT27892,31300.16,2025-04-28,transferencia_nacional,arte_antiguedades,3,0,0,0,2025-04-28,4,0,0,0,0,0,arte_antiguedades,inf,inf,31300.16,1,0,relevante
CLT27892,98290.87,2024-12-07,efectivo,servicios_financieros,3,1,0,0,2024-12-07,12,5,0,0,0,0,servicios_financieros,inf,inf,98290.87,1,0,relevante
CLT28131,11086.7,2025-07-27,efectivo,automotriz,4,1,0,0,2025-07-27,7,6,0,0,0,0,VIII_vehiculos,726358.8,363179.4,11086.7,1,0,relevante
CLT28131,50893.68,2025-08-31,tarjeta,joyeria_metales,4,0,0,0,2025-08-31,8,6,1,0,0,0,XI_joyeria,363179.4,363179.4,50893.68,1,0,relevante
CLT28131,6501.55,2025-08-28,transferencia_nacional,traslado_valores,4,0,0,1,2025-08-28,8,3,0,0,0,0,X_traslado_valores,363179.4,363179.4,6501.55,1,0,inusual
CLT28131,110416.35,2024-12-02,transferencia_nacional,arte_antiguedades,4,0,0,0,2024-12-02,12,0,0,0,0,0,arte_antiguedades,inf,inf,110416.35,1,0,relevante
CLT28136,62267.21,2025-01-01,transferencia_nacional,joyeria_metales,4,0,0,0,2025-01-01,1,2,0,0,0,0,XI_joyeria,363179.4,363179.4,62267.21,1,0,relevante
CLT28136,110129.6,2025-01-14,tarjeta,joyeria_metales,4,0,0,0,2025-01-14,1,1,0,1,0,0,XI_joyeria,363179.4,363179.4,172396.81,2,0,relevante
CLT28136,31918.38,2024-12-16,transferencia_nacional,notaria,4,0,0,0,2024-12-16,12,0,0,1,0,0,notaria,inf,inf,31918.38,1,0,relevante
CLT28136,1194.38,2025-08-31,transferencia_nacional,transmision_dinero,4,0,0,0,2025-08-31,8,6,1,0,0,0,transmision_dinero,inf,inf,1194.38,1,0,relevante
CLT28289,61179.9,2025-04-15,transferencia_nacional,automotriz,4,0,0,0,2025-04-15,4,1,0,1,0,0,VIII_vehiculos,726358.8,363179.4,61179.9,1,0,relevante
CLT28289,168320.0,2025-03-22,transferencia_nacional,traslado_valores,4,0,0,1,2025-03-22,3,5,0,0,0,0,X_traslado_valores,363179.4,363179.4,168320.0,1,0,inusual
CLT28289,4173573.05,2025-10-11,tarjeta,casa_cambio,4,0,0,1,2025-10-11,10,5,0,0,0,0,casa_cambio,inf,inf,4173573.05,1,0,inusual
CLT28289,168031.68,2025-05-03,efectivo,servicios_financieros,4,1,0,0,2025-05-03,5,5,0,0,0,0,servicios_financieros,inf,inf,168031.68,1,0,relevante
CLT28301,63673.45,2024-12-08,tarjeta,inmobiliaria,4,0,0,0,2024-12-08,12,6,0,0,0,0,V_inmuebles,907948.5,907948.5,63673.45,1,0,relevante
CLT28301,5859.04,2025-04-11,transferencia_nacional,activos_virtuales,4,0,0,1,2025-04-11,4,4,0,0,0,0,XVI_activos_virtuales,23759.4,inf,5859.04,1,0,inusual
CLT28301,72128.42,2025-09-29,tarjeta,traslado_valores,4,0,0,1,2025-09-29,9,0,0,0,0,0,X_traslado_valores,363179.4,363179.4,72128.42,1,0,inusual
CLT28301,9697.76,2025-07-25,tarjeta,notaria,4,0,0,0,2025-07-25,7,4,0,0,0,0,notaria,inf,inf,9697.76,1,0,relevante
CLT28373,118558.36,2025-06-04,transferencia_nacional,arte_antiguedades,2,0,0,0,2025-06-04,6,2,0,0,0,0,arte_antiguedades,inf,inf,118558.36,1,0,relevante
CLT28373,5988.99,2024-11-03,efectivo,transmision_dinero,2,1,0,0,2024-11-03,11,6,0,0,0,0,transmision_dinero,inf,inf,5988.99,1,0,relevante
CLT28643,1084.47,2025-10-16,tarjeta,automotriz,5,0,0,0,2025-10-16,10,3,0,1,0,0,VIII_vehiculos,726358.8,363179.4,1084.47,1,0,relevante
CLT28643,6805.31,2024-11-25,transferencia_nacional,joyeria_metales,5,0,0,0,2024-11-25,11,0,0,0,0,0,XI_joyeria,363179.4,363179.4,6805.31,1,0,relevante
CLT28643,97519.62,2025-01-12,tarjeta,notaria,5,0,0,0,2025-01-12,1,6,0,0,0,0,notaria,inf,inf,97519.62,1,0,relevante
CLT28643,9826.58,2025-09-16,transferencia_nacional,servicios_financieros,5,0,0,0,2025-09-16,9,1,0,1,0,0,servicios_financieros,inf,inf,9826.58,1,0,relevante
CLT28643,169.12,2025-10-02,transferencia_internacional,servicios_financieros,5,0,1,0,2025-10-02,10,3,0,0,0,0,servicios_financieros,inf,inf,9995.7,2,0,inusual
CLT28726,2764.7,2025-05-11,tarjeta,activos_virtuales,6,0,0,1,2025-05-11,5,6,0,0,0,0,XVI_activos_virtuales,23759.4,inf,2764.7,1,0,inusual
CLT28726,457.99,2025-07-13,tarjeta,traslado_valores,6,0,0,1,2025-07-13,7,6,0,1,0,0,X_traslado_valores,363179.4,363179.4,457.99,1,0,inusual
CLT28726,88265.05,2025-10-11,transferencia_nacional,traslado_valores,6,0,0,1,2025-10-11,10,5,0,0,0,0,X_traslado_valores,363179.4,363179.4,88723.04000000001,2,0,inusual
CLT28726,8233.62,2024-11-30,tarjeta,arte_antiguedades,6,0,0,0,2024-11-30,11,5,1,0,0,0,arte_antiguedades,inf,inf,8233.62,1,0,relevante
CLT28726,103659.29,2025-07-08,tarjeta,arte_antiguedades,6,0,0,0,2025-07-08,7,1,0,0,0,0,arte_antiguedades,inf,inf,103659.29,1,0,relevante
CLT28726,9939.1,2025-09-27,transferencia_nacional,arte_antiguedades,6,0,0,0,2025-09-27,9,5,0,0,0,0,arte_antiguedades,inf,inf,113598.39,2,0,relevante
CLT28894,8935.98,2025-10-16,transferencia_nacional,automotriz,6,0,0,0,2025-10-16,10,3,0,1,0,0,VIII_vehiculos,726358.8,363179.4,8935.98,1,0,relevante
CLT28894,7359.95,2024-12-06,tarjeta,activos_virtuales,6,0,0,1,2024-12-06,12,4,0,0,0,0,XVI_activos_virtuales,23759.4,inf,7359.95,1,0,inusual
CLT28894,8176.75,2025-07-05,transferencia_nacional,traslado_valores,6,0,0,1,2025-07-05,7,5,0,0,0,0,X_traslado_valores,363179.4,363179.4,8176.75,1,0,inusual
CLT28894,51524.98,2025-05-02,efectivo,notaria,6,1,0,0,2025-05-02,5,4,0,0,0,0,notaria,inf,inf,51524.98,1,0,relevante
CLT28894,98996.79,2025-05-23,tarjeta,notaria,6,0,0,0,2025-05-23,5,4,0,0,0,0,notaria,inf,inf,150521.77,2,0,relevante
CLT28894,12691.38,2025-01-01,transferencia_nacional,servicios_financieros,6,0,0,0,2025-01-01,1,2,0,0,0,0,servicios_financieros,inf,inf,12691.38,1,0,relevante
CLT28958,69796.47,2025-05-02,efectivo,activos_virtuales,4,1,0,1,2025-05-02,5,4,0,0,1,0,XVI_activos_virtuales,23759.4,inf,69796.47,1,0,preocupante
CLT28958,7527.63,2025-02-05,transferencia_nacional,servicios_financieros,4,0,0,0,2025-02-05,2,2,0,0,0,0,servicios_financieros,inf,inf,7527.63,1,0,relevante
CLT28958,72431.18,2025-09-02,transferencia_nacional,servicios_financieros,4,0,0,0,2025-09-02,9,1,0,0,0,0,servicios_financieros,inf,inf,72431.18,1,0,relevante
CLT28958,36991.45,2025-02-07,transferencia_nacional,transmision_dinero,4,0,0,0,2025-02-07,2,4,0,0,0,0,transmision_dinero,inf,inf,36991.45,1,0,relevante
CLT29313,109378.11,2025-02-28,tarjeta,inmobiliaria,4,0,0,0,2025-02-28,2,4,1,0,0,0,V_inmuebles,907948.5,907948.5,109378.11,1,0,relevante
CLT29313,2365.1,2025-10-21,transferencia_internacional,inmobiliaria,4,0,1,0,2025-10-21,10,1,0,0,0,0,V_inmuebles,907948.5,907948.5,2365.1,1,0,inusual
CLT29313,4023.14,2025-03-13,transferencia_nacional,joyeria_metales,4,0,0,0,2025-03-13,3,3,0,1,0,0,XI_joyeria,363179.4,363179.4,4023.14,1,0,relevante
CLT29313,24263.85,2025-07-24,transferencia_internacional,transmision_dinero,4,0,1,0,2025-07-24,7,3,0,0,0,0,transmision_dinero,inf,inf,24263.85,1,0,inusual
CLT29342,105809.04,2025-10-25,transferencia_internacional,arte_antiguedades,4,0,1,0,2025-10-25,10,5,0,0,0,0,arte_antiguedades,inf,inf,105809.04,1,0,inusual
CLT29342,10520.08,2025-03-28,efectivo,servicios_financieros,4,1,0,0,2025-03-28,3,4,0,0,0,0,servicios_financieros,inf,inf,10520.08,1,0,relevante
CLT29342,167545.55,2025-07-30,efectivo,servicios_financieros,4,1,0,0,2025-07-30,7,2,0,0,0,0,servicios_financieros,inf,inf,178065.62999999998,2,0,relevante
CLT29342,47539.29,2025-09-09,transferencia_nacional,transmision_dinero,4,0,0,0,2025-09-09,9,1,0,0,0,0,transmision_dinero,inf,inf,47539.29,1,0,relevante
CLT29410,990552.64,2025-02-07,tarjeta,inmobiliaria,2,0,0,0,2025-02-07,2,4,0,0,1,0,V_inmuebles,907948.5,907948.5,990552.64,1,0,preocupante
CLT29410,593.62,2025-02-10,tarjeta,traslado_valores,2,0,0,1,2025-02-10,2,0,0,0,0,0,X_traslado_valores,363179.4,363179.4,593.62,1,0,inusual
CLT29476,27157.77,2025-08-09,transferencia_internacional,joyeria_metales,5,0,1,0,2025-08-09,8,5,0,0,0,0,XI_joyeria,363179.4,363179.4,27157.77,1,0,inusual
CLT29476,29073.56,2025-02-21,efectivo,casa_cambio,5,1,0,1,2025-02-21,2,4,0,0,0,0,casa_cambio,inf,inf,29073.56,1,0,inusual
CLT29476,15249.8,2025-05-17,transferencia_nacional,casa_cambio,5,0,0,1,2025-05-17,5,5,0,1,0,0,casa_cambio,inf,inf,44323.36,2,0,inusual
CLT29476,61338.4,2025-04-08,efectivo,notaria,5,1,0,0,2025-04-08,4,1,0,0,0,0,notaria,inf,inf,61338.4,1,0,relevante
CLT29476,86561.8,2024-11-11,tarjeta,servicios_financieros,5,0,0,0,2024-11-11,11,0,0,0,0,0,servicios_financieros,inf,inf,86561.8,1,0,relevante
CLT29528,95741.38,2024-12-03,transferencia_nacional,traslado_valores,2,0,0,1,2024-12-03,12,1,0,0,0,0,X_traslado_valores,363179.4,363179.4,95741.38,1,0,inusual
CLT29528,11502.84,2025-01-28,tarjeta,servicios_financieros,2,0,0,0,2025-01-28,1,1,0,0,0,0,servicios_financieros,inf,inf,11502.84,1,0,relevante
CLT29536,142644.98,2025-08-19,efectivo,servicios_financieros,1,1,0,0,2025-08-19,8,1,0,0,0,0,servicios_financieros,inf,inf,142644.98,1,0,relevante
CLT29555,53662.21,2025-01-12,transferencia_internacional,activos_virtuales,6,0,1,1,2025-01-12,1,6,0,0,1,0,XVI_activos_virtuales,23759.4,inf,53662.21,1,0,preocupante
CLT29555,57059.81,2025-07-27,efectivo,activos_virtuales,6,1,0,1,2025-07-27,7,6,0,0,1,0,XVI_activos_virtuales,23759.4,inf,57059.81,1,0,preocupante
CLT29555,88121.59,2025-01-15,transferencia_nacional,arte_antiguedades,6,0,0,0,2025-01-15,1,2,0,1,0,0,arte_antiguedades,inf,inf,88121.59,1,0,relevante
CLT29555,30220.83,2025-10-20,transferencia_nacional,arte_antiguedades,6,0,0,0,2025-10-20,10,0,0,0,0,0,arte_antiguedades,inf,inf,30220.83,1,0,relevante
CLT29555,57211.86,2025-04-27,transferencia_nacional,casa_cambio,6,0,0,1,2025-04-27,4,6,0,0,0,0,casa_cambio,inf,inf,57211.86,1,0,inusual
CLT29555,4954.09,2025-04-05,transferencia_internacional,transmision_dinero,6,0,1,0,2025-04-05,4,5,0,0,0,0,transmision_dinero,inf,inf,4954.09,1,0,inusual
CLT29769,87622.66,2025-04-24,efectivo,transmision_dinero,1,1,0,0,2025-04-24,4,3,0,0,0,0,transmision_dinero,inf,inf,87622.66,1,0,relevante
CLT29887,8014.22,2025-10-16,transferencia_nacional,activos_virtuales,1,0,0,1,2025-10-16,10,3,0,1,0,0,XVI_activos_virtuales,23759.4,inf,8014.22,1,0,inusual
CLT29936,18192.1,2025-04-09,efectivo,inmobiliaria,3,1,0,0,2025-04-09,4,2,0,0,0,0,V_inmuebles,907948.5,907948.5,18192.1,1,0,relevante
CLT29936,43074.71,2025-06-26,tarjeta,inmobiliaria,3,0,0,0,2025-06-26,6,3,0,0,0,0,V_inmuebles,907948.5,907948.5,61266.81,2,0,relevante
CLT29936,3885172.2,2025-02-20,tarjeta,activos_virtuales,3,0,0,1,2025-02-20,2,3,0,0,1,0,XVI_activos_virtuales,23759.4,inf,3885172.2,1,0,preocupante
CLT29973,149103.87,2024-11-24,transferencia_nacional,joyeria_metales,4,0,0,0,2024-11-24,11,6,0,0,0,0,XI_joyeria,363179.4,363179.4,149103.87,1,0,relevante
CLT29973,1730.71,2024-12-08,tarjeta,arte_antiguedades,4,0,0,0,2024-12-08,12,6,0,0,0,0,arte_antiguedades,inf,inf,1730.71,1,0,relevante
CLT29973,97221.48,2025-05-23,transferencia_nacional,arte_antiguedades,4,0,0,0,2025-05-23,5,4,0,0,0,0,arte_antiguedades,inf,inf,98952.19,2,0,relevante
CLT29973,73458.41,2025-03-28,tarjeta,notaria,4,0,0,0,2025-03-28,3,4,0,0,0,0,notaria,inf,inf,73458.41,1,0,relevante
CLT30028,3392792.52,2025-03-25,transferencia_nacional,automotriz,5,0,0,0,2025-03-25,3,1,0,0,1,0,VIII_vehiculos,726358.8,363179.4,3392792.52,1,0,preocupante
CLT30028,66951.15,2025-03-12,tarjeta,activos_virtuales,5,0,0,1,2025-03-12,3,2,0,0,1,0,XVI_activos_virtuales,23759.4,inf,66951.15,1,0,preocupante
CLT30028,60081.16,2025-04-14,transferencia_nacional,activos_virtuales,5,0,0,1,2025-04-14,4,0,0,1,1,0,XVI_activos_virtuales,23759.4,inf,127032.31,2,0,preocupante
CLT30028,65879.02,2024-11-29,tarjeta,notaria,5,0,0,0,2024-11-29,11,4,0,0,0,0,notaria,inf,inf,65879.02,1,0,relevante
CLT30028,37084.83,2024-12-31,tarjeta,servicios_financieros,5,0,0,0,2024-12-31,12,1,1,0,0,0,servicios_financieros,inf,inf,37084.83,1,0,relevante
CLT30032,74605.32,2025-06-07,tarjeta,joyeria_metales,3,0,0,0,2025-06-07,6,5,0,0,0,0,XI_joyeria,363179.4,363179.4,74605.32,1,0,relevante
CLT30032,33702.73,2025-03-08,tarjeta,activos_virtuales,3,0,0,1,2025-03-08,3,5,0,0,1,0,XVI_activos_virtuales,23759.4,inf,33702.73,1,0,preocupante
CLT30032,2374.19,2025-07-10,efectivo,arte_antiguedades,3,1,0,0,2025-07-10,7,3,0,0,0,0,arte_antiguedades,inf,inf,2374.19,1,0,relevante
CLT30033,536.25,2024-12-30,transferencia_nacional,joyeria_metales,6,0,0,0,2024-12-30,12,0,0,0,0,0,XI_joyeria,363179.4,363179.4,536.25,1,0,relevante
CLT30033,51971.3,2024-12-02,tarjeta,activos_virtuales,6,0,0,1,2024-12-02,12,0,0,0,1,0,XVI_activos_virtuales,23759.4,inf,51971.3,1,0,preocupante
CLT30033,33934.3,2025-03-23,efectivo,notaria,6,1,0,0,2025-03-23,3,6,0,0,0,0,notaria,inf,inf,33934.3,1,0,relevante
CLT30033,35947.32,2025-05-07,transferencia_nacional,notaria,6,0,0,0,2025-05-07,5,2,0,0,0,0,notaria,inf,inf,69881.62,2,0,relevante
CLT30033,112882.69,2025-07-27,transferencia_nacional,servicios_financieros,6,0,0,0,2025-07-27,7,6,0,0,0,0,servicios_financieros,inf,inf,112882.69,1,0,relevante
CLT30033,43398.95,2025-09-29,tarjeta,transmision_dinero,6,0,0,0,2025-09-29,9,0,0,0,0,0,transmision_dinero,inf,inf,43398.95,1,0,relevante
CLT30052,32073.15,2025-10-25,tarjeta,joyeria_metales,2,0,0,0,2025-10-25,10,5,0,0,0,0,XI_joyeria,363179.4,363179.4,32073.15,1,0,relevante
CLT30052,48445.42,2025-09-11,tarjeta,transmision_dinero,2,0,0,0,2025-09-11,9,3,0,0,0,0,transmision_dinero,inf,inf,48445.42,1,0,relevante
CLT30181,91915.6,2025-07-19,efectivo,casa_cambio,2,1,0,1,2025-07-19,7,5,0,0,0,0,casa_cambio,inf,inf,91915.6,1,0,inusual
CLT30181,9091.83,2024-12-04,transferencia_nacional,servicios_financieros,2,0,0,0,2024-12-04,12,2,0,0,0,0,servicios_financieros,inf,inf,9091.83,1,0,relevante
CLT30232,100697.17,2025-08-15,transferencia_nacional,inmobiliaria,4,0,0,0,2025-08-15,8,4,0,1,0,0,V_inmuebles,907948.5,907948.5,100697.17,1,0,relevante
CLT30232,77851.47,2025-02-18,tarjeta,joyeria_metales,4,0,0,0,2025-02-18,2,1,0,0,0,0,XI_joyeria,363179.4,363179.4,77851.47,1,0,relevante
CLT30232,10937.32,2025-05-08,transferencia_nacional,arte_antiguedades,4,0,0,0,2025-05-08,5,3,0,0,0,0,arte_antiguedades,inf,inf,10937.32,1,0,relevante
CLT30232,1101233.19,2025-06-30,tarjeta,transmision_dinero,4,0,0,0,2025-06-30,6,0,1,0,0,0,transmision_dinero,inf,inf,1101233.19,1,0,relevante
CLT30257,96897.32,2024-12-11,tarjeta,activos_virtuales,1,0,0,1,2024-12-11,12,2,0,0,1,0,XVI_activos_virtuales,23759.4,inf,96897.32,1,0,preocupante
CLT30289,3772.64,2025-04-29,tarjeta,arte_antiguedades,5,0,0,0,2025-04-29,4,1,0,0,0,0,arte_antiguedades,inf,inf,3772.64,1,0,relevante
CLT30289,264.22,2025-01-05,tarjeta,notaria,5,0,0,0,2025-01-05,1,6,0,0,0,0,notaria,inf,inf,264.22,1,0,relevante
CLT30289,40586.04,2025-01-18,tarjeta,transmision_dinero,5,0,0,0,2025-01-18,1,5,0,0,0,0,transmision_dinero,inf,inf,40586.04,1,0,relevante
CLT30289,143228.39,2025-04-08,efectivo,transmision_dinero,5,1,0,0,2025-04-08,4,1,0,0,0,0,transmision_dinero,inf,inf,183814.43000000002,2,0,relevante
CLT30289,115091.73,2025-07-13,tarjeta,transmision_dinero,5,0,0,0,2025-07-13,7,6,0,1,0,0,transmision_dinero,inf,inf,298906.16000000003,3,0,relevante
CLT30374,15454.86,2025-05-03,efectivo,joyeria_metales,3,1,0,0,2025-05-03,5,5,0,0,0,0,XI_joyeria,363179.4,363179.4,15454.86,1,0,relevante
CLT30374,134338.39,2025-01-08,transferencia_nacional,arte_antiguedades,3,0,0,0,2025-01-08,1,2,0,0,0,0,arte_antiguedades,inf,inf,134338.39,1,0,relevante
CLT30374,110221.04,2025-05-12,tarjeta,arte_antiguedades,3,0,0,0,2025-05-12,5,0,0,0,0,0,arte_antiguedades,inf,inf,244559.43,2,0,relevante
CLT30379,157985.64,2024-11-06,tarjeta,traslado_valores,3,0,0,1,2024-11-06,11,2,0,0,0,0,X_traslado_valores,363179.4,363179.4,157985.64,1,0,inusual
CLT30379,12409.08,2025-01-24,transferencia_nacional,arte_antiguedades,3,0,0,0,2025-01-24,1,4,0,0,0,0,arte_antiguedades,inf,inf,12409.08,1,0,relevante
CLT30379,2261757.58,2024-12-18,tarjeta,transmision_dinero,3,0,0,0,2024-12-18,12,2,0,0,0,0,transmision_dinero,inf,inf,2261757.58,1,0,relevante
CLT30517,1047.57,2025-01-04,transferencia_nacional,activos_virtuales,1,0,0,1,2025-01-04,1,5,0,0,0,0,XVI_activos_virtuales,23759.4,inf,1047.57,1,0,inusual
CLT30585,80973.9,2025-07-13,efectivo,automotriz,4,1,0,0,2025-07-13,7,6,0,1,0,0,VIII_vehiculos,726358.8,363179.4,80973.9,1,0,relevante
CLT30585,236.08,2025-10-25,transferencia_nacional,inmobiliaria,4,0,0,0,2025-10-25,10,5,0,0,0,0,V_inmuebles,907948.5,907948.5,236.08,1,0,relevante
CLT30585,6878.84,2024-12-28,transferencia_nacional,casa_cambio,4,0,0,1,2024-12-28,12,5,0,0,0,0,casa_cambio,inf,inf,6878.84,1,0,inusual
CLT30585,136565.61,2025-01-02,efectivo,transmision_dinero,4,1,0,0,2025-01-02,1,3,0,0,0,0,transmision_dinero,inf,inf,136565.61,1,0,relevante
CLT30635,35788.8,2025-01-15,efectivo,arte_antiguedades,2,1,0,0,2025-01-15,1,2,0,1,0,0,arte_antiguedades,inf,inf,35788.8,1,0,relevante
CLT30635,5612.33,2025-09-14,transferencia_nacional,transmision_dinero,2,0,0,0,2025-09-14,9,6,0,1,0,0,transmision_dinero,inf,inf,5612.33,1,0,relevante
CLT30676,9027.56,2025-03-30,transferencia_nacional,activos_virtuales,2,0,0,1,2025-03-30,3,6,0,0,0,0,XVI_activos_virtuales,23759.4,inf,9027.56,1,0,inusual
CLT30676,165464.31,2025-01-14,transferencia_nacional,notaria,2,0,0,0,2025-01-14,1,1,0,1,0,0,notaria,inf,inf,165464.31,1,0,relevante
CLT30730,27212.24,2025-09-07,tarjeta,automotriz,3,0,0,0,2025-09-07,9,6,0,0,0,0,VIII_vehiculos,726358.8,363179.4,27212.24,1,0,relevante
CLT30730,93594.78,2025-06-22,transferencia_nacional,activos_virtuales,3,0,0,1,2025-06-22,6,6,0,0,1,0,XVI_activos_virtuales,23759.4,inf,93594.78,1,0,preocupante
CLT30730,119078.06,2025-02-05,transferencia_nacional,notaria,3,0,0,0,2025-02-05,2,2,0,0,0,0,notaria,inf,inf,119078.06,1,0,relevante
CLT30758,11749.56,2025-09-16,transferencia_nacional,automotriz,2,0,0,0,2025-09-16,9,1,0,1,0,0,VIII_vehiculos,726358.8,363179.4,11749.56,1,0,relevante
CLT30758,89889.32,2025-04-26,efectivo,joyeria_metales,2,1,0,0,2025-04-26,4,5,0,0,0,0,XI_joyeria,363179.4,363179.4,89889.32,1,0,relevante
CLT30861,163097.09,2025-10-27,transferencia_internacional,inmobiliaria,6,0,1,0,2025-10-27,10,0,0,0,0,0,V_inmuebles,907948.5,907948.5,163097.09,1,0,inusual
CLT30861,3419.26,2025-08-21,tarjeta,activos_virtuales,6,0,0,1,2025-08-21,8,3,0,0,0,0,XVI_activos_virtuales,23759.4,inf,3419.26,1,0,inusual
CLT30861,118552.18,2024-12-02,tarjeta,casa_cambio,6,0,0,1,2024-12-02,12,0,0,0,0,0,casa_cambio,inf,inf,118552.18,1,0,inusual
CLT30861,3970.08,2025-07-27,transferencia_internacional,notaria,6,0,1,0,2025-07-27,7,6,0,0,0,0,notaria,inf,inf,3970.08,1,0,inusual
CLT30861,1396259.77,2025-10-27,efectivo,servicios_financieros,6,1,0,0,2025-10-27,10,0,0,0,0,0,servicios_financieros,inf,inf,1396259.77,1,0,relevante
CLT30861,82481.68,2025-01-14,transferencia_nacional,transmision_dinero,6,0,0,0,2025-01-14,1,1,0,1,0,0,transmision_dinero,inf,inf,82481.68,1,0,relevante
CLT30926,134048.15,2025-05-16,tarjeta,arte_antiguedades,2,0,0,0,2025-05-16,5,4,0,1,0,0,arte_antiguedades,inf,inf,134048.15,1,0,relevante
CLT30926,142434.56,2025-10-17,efectivo,casa_cambio,2,1,0,1,2025-10-17,10,4,0,1,0,0,casa_cambio,inf,inf,142434.56,1,0,inusual
CLT31079,12050.54,2025-11-02,transferencia_nacional,automotriz,3,0,0,0,2025-11-02,11,6,0,0,0,0,VIII_vehiculos,726358.8,363179.4,12050.54,1,0,relevante
CLT31079,82141.03,2025-07-03,transferencia_nacional,traslado_valores,3,0,0,1,2025-07-03,7,3,0,0,0,0,X_traslado_valores,363179.4,363179.4,82141.03,1,0,inusual
